,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Parakou,9.34,2.63,79.61,83,69,4.7,BJ,7/13/2020
355,Salinópolis,-0.61,-47.36,85.14,67,41,9.78,BR,7/13/2020
356,São Félix do Xingu,-6.64,-51.99,94.1,27,7,4.38,BR,7/13/2020
357,Nelson Bay,-32.72,152.15,51.01,81,90,12.75,AU,7/13/2020
358,Sokoni,-6.43,39.55,80.6,61,20,8.05,TZ,7/13/2020
359,Binzhou,37.37,118.02,71.01,90,62,2.13,CN,7/13/2020
360,Zheleznodorozhnyy,55.75,38.0,71.6,73,40,8.95,RU,7/13/2020
361,Ajdabiya,30.76,20.23,81.97,60,0,21.7,LY,7/13/2020
362,Tazovsky,67.47,78.7,50.83,85,75,12.57,RU,7/13/2020
363,Morro Bay,35.37,-120.85,66.99,94,0,2.93,US,7/13/2020
364,Northam,51.03,-4.22,62.01,94,99,11.99,GB,7/13/2020
365,Sinnamary,5.38,-52.95,85.24,62,20,6.89,GF,7/13/2020
366,Salta,-24.79,-65.41,60.8,48,20,2.24,AR,7/13/2020
367,Itoman,26.12,127.67,84.2,89,40,6.93,JP,7/13/2020
368,Kidal,18.44,1.41,106.74,11,97,6.06,ML,7/13/2020
369,Lompoc,34.64,-120.46,55.4,93,4,6.93,US,7/13/2020
370,Korla,41.76,86.15,78.01,59,21,6.76,CN,7/13/2020
371,Pisco,-13.7,-76.22,60.8,87,90,2.24,PE,7/13/2020
372,Chumikan,54.72,135.31,51.01,95,17,4.52,RU,7/13/2020
373,Verkh-Usugli,52.7,115.17,59.38,95,45,1.79,RU,7/13/2020
374,Isangel,-19.55,169.27,71.89,82,88,8.5,VU,7/13/2020
375,Huambo,-12.78,15.74,77.0,20,2,6.93,AO,7/13/2020
376,Petropavlovsk-Kamchatskiy,53.05,158.65,50.0,100,90,4.47,RU,7/13/2020
377,Linjiang,41.81,126.91,63.59,76,100,1.41,CN,7/13/2020
378,Constitución,-35.33,-72.42,58.8,71,0,4.45,CL,7/13/2020
379,Gualeguaychú,-33.01,-58.52,54.0,46,72,11.01,AR,7/13/2020
380,Ābyek,36.07,50.55,77.0,50,75,31.09,IR,7/13/2020
381,Auki,-8.77,160.7,77.31,85,84,4.07,SB,7/13/2020
382,Esperance,-33.87,121.9,53.6,40,0,16.11,AU,7/13/2020
383,Yar-Sale,66.83,70.83,50.32,68,92,15.61,RU,7/13/2020
384,Orange,33.7,-117.77,75.99,73,20,4.7,US,7/13/2020
385,Vermilion,40.17,-87.75,75.2,69,1,6.93,US,7/13/2020
386,Kizema,61.11,44.83,60.03,87,90,7.38,RU,7/13/2020
387,Lorengau,-2.02,147.27,81.79,73,91,5.06,PG,7/13/2020
388,Guilford,36.07,-79.8,86.0,65,40,3.36,US,7/13/2020
389,Ahipara,-35.17,173.17,54.48,88,100,3.89,NZ,7/13/2020
390,Behshahr,36.69,53.55,82.4,74,75,6.93,IR,7/13/2020
391,Tura,25.52,90.22,76.21,95,99,4.81,IN,7/13/2020
392,Safi,32.3,-9.24,75.9,70,0,20.04,MA,7/13/2020
393,Porto-Novo,6.5,2.6,80.6,83,40,13.87,BJ,7/13/2020
394,Novobirilyussy,56.95,90.67,61.52,75,92,2.17,RU,7/13/2020
395,Le Port,-20.94,55.29,69.8,77,20,19.46,RE,7/13/2020
396,Prado,-17.34,-39.22,79.34,68,52,7.74,BR,7/13/2020
397,Senneterre,48.38,-77.23,57.2,100,90,5.82,CA,7/13/2020
398,Chake Chake,-5.25,39.77,75.6,78,5,10.98,TZ,7/13/2020
399,Kushiro,42.98,144.37,55.99,93,30,2.71,JP,7/13/2020
400,La Libertad,-2.23,-80.9,71.6,88,90,11.41,EC,7/13/2020
401,Forestville,38.85,-76.88,84.0,61,40,11.41,US,7/13/2020
402,Tubualá,9.52,-79.03,86.0,74,40,8.05,PA,7/13/2020
403,Antalaha,-14.9,50.28,70.66,82,0,9.06,MG,7/13/2020
404,Sittwe,20.15,92.9,79.81,90,100,13.22,MM,7/13/2020
405,Husavik,66.04,-17.34,57.2,71,75,10.29,IS,7/13/2020
406,Novo Aripuanã,-5.12,-60.38,88.54,63,2,1.01,BR,7/13/2020
407,Mirny,62.54,113.96,64.4,68,20,2.24,RU,7/13/2020
408,Sosnovo-Ozerskoye,52.52,111.54,58.86,88,0,2.75,RU,7/13/2020
409,Areosa,41.72,-8.86,93.99,45,20,12.75,PT,7/13/2020
410,Port Blair,11.67,92.75,81.68,76,100,10.49,IN,7/13/2020
411,Sisimiut,66.94,-53.67,46.44,76,8,17.92,GL,7/13/2020
412,Kudahuvadhoo,2.67,72.89,84.99,66,17,3.4,MV,7/13/2020
413,Charlottesville,38.03,-78.48,88.0,51,1,5.82,US,7/13/2020
414,Miquelon,47.1,-56.38,62.6,100,90,4.7,PM,7/13/2020
415,Nyurba,63.28,118.33,61.41,79,8,1.97,RU,7/13/2020
416,Amga,60.9,131.96,67.23,94,100,4.83,RU,7/13/2020
417,Plettenberg Bay,-34.05,23.37,56.32,48,60,18.95,ZA,7/13/2020
418,Puerto Colombia,10.99,-74.95,87.8,70,20,4.7,CO,7/13/2020
419,Matara,5.95,80.54,79.9,90,53,7.52,LK,7/13/2020
420,Richards Bay,-28.78,32.04,66.96,42,0,2.8,ZA,7/13/2020
421,Caxito,-8.58,13.66,75.2,69,15,10.29,AO,7/13/2020
422,Anadyr,64.75,177.48,50.0,87,40,13.42,RU,7/13/2020
423,Port-Gentil,-0.72,8.78,78.8,78,90,17.43,GA,7/13/2020
424,Zhuhai,22.28,113.57,87.01,79,8,9.17,CN,7/13/2020
425,Halifax,44.65,-63.57,78.8,74,75,9.17,CA,7/13/2020
426,Sosenskiy,54.06,35.96,64.4,82,40,13.42,RU,7/13/2020
427,Hastings,50.86,0.57,75.0,42,37,5.99,GB,7/13/2020
428,Zhoucheng,35.91,116.31,71.65,82,100,5.35,CN,7/13/2020
429,Karratha,-20.74,116.85,64.51,68,2,6.62,AU,7/13/2020
430,Fomboni,-12.28,43.74,77.27,78,0,12.77,KM,7/13/2020
431,Verāval,20.9,70.37,84.22,81,2,16.02,IN,7/13/2020
432,Brownfield,33.18,-102.27,95.0,28,89,1.99,US,7/13/2020
433,Weihai,37.5,122.11,67.78,82,47,18.21,CN,7/13/2020
434,Lagos,6.58,3.75,84.2,70,75,8.05,NG,7/13/2020
435,Houma,29.6,-90.72,91.99,79,75,13.87,US,7/13/2020
436,Yeniseysk,58.45,92.17,62.89,68,46,2.55,RU,7/13/2020
437,Deer Lake,49.17,-57.43,75.2,73,90,9.17,CA,7/13/2020
438,San Cristobal,7.77,-72.22,91.4,43,40,17.22,VE,7/13/2020
439,Loíza,18.43,-65.88,87.8,70,40,19.46,PR,7/13/2020
440,Berlevåg,70.86,29.09,48.2,81,40,14.99,NO,7/13/2020
441,Mitú,1.2,-70.17,79.72,74,98,1.16,CO,7/13/2020
442,Aklavik,68.22,-135.01,53.6,93,75,2.24,CA,7/13/2020
443,Westport,41.14,-73.36,84.99,61,20,10.29,US,7/13/2020
444,San Fernando,15.03,120.69,77.0,92,100,6.67,PH,7/13/2020
445,Tamiahua,21.27,-97.45,86.04,67,5,5.61,MX,7/13/2020
446,Liverpool,53.41,-2.98,64.0,82,90,10.29,GB,7/13/2020
447,Santa Cruz de la Sierra,-17.8,-63.17,80.6,78,75,11.41,BO,7/13/2020
448,Fort-Shevchenko,44.51,50.26,83.77,58,0,4.97,KZ,7/13/2020
449,Nhulunbuy,-12.23,136.77,71.6,64,27,12.75,AU,7/13/2020
450,Córdoba,-31.41,-64.18,48.99,52,20,12.75,AR,7/13/2020
451,Ballarat,-37.57,143.85,45.0,93,28,5.12,AU,7/13/2020
452,Taraz,42.9,71.37,84.2,17,43,11.18,KZ,7/13/2020
453,Champerico,14.3,-91.92,84.2,70,24,0.85,GT,7/13/2020
454,Palana,59.12,159.97,46.58,97,89,1.25,RU,7/13/2020
455,Yenotayevka,47.25,47.03,92.3,27,79,13.89,RU,7/13/2020
456,Komatipoort,-25.43,31.95,64.99,49,0,5.75,ZA,7/13/2020
457,Tadine,-21.55,167.88,71.33,78,100,9.13,NC,7/13/2020
458,Bara,10.37,10.73,85.89,60,77,6.98,NG,7/13/2020
459,Indian Head,38.6,-77.16,84.99,51,1,3.36,US,7/13/2020
460,Sechura,-5.56,-80.82,71.13,63,8,8.93,PE,7/13/2020
461,Ugoofaaru,5.67,73.0,84.65,71,38,3.89,MV,7/13/2020
462,Krasnoarmeysk,51.02,45.7,79.39,57,58,12.55,RU,7/13/2020
463,Kuytun,54.34,101.5,64.44,83,32,3.11,RU,7/13/2020
464,Neuquén,-38.95,-68.06,41.0,56,0,6.93,AR,7/13/2020
465,Rāpar,23.57,70.63,87.73,69,64,11.68,IN,7/13/2020
466,Nānākuli,21.39,-158.15,75.0,78,75,3.36,US,7/13/2020
467,Bira,49.0,132.47,66.09,92,0,1.68,RU,7/13/2020
468,Gouré,13.98,10.27,91.0,50,72,5.01,NE,7/13/2020
469,Shirakawa,37.12,140.24,62.01,93,99,1.57,JP,7/13/2020
470,Arrondissement de Troyes,48.33,4.08,82.4,24,71,3.36,FR,7/13/2020
471,Tjøme,59.11,10.39,66.0,63,66,13.87,NO,7/13/2020
472,Mīrābād,30.44,61.84,91.65,16,0,7.65,AF,7/13/2020
473,Kangāvar,34.5,47.97,76.82,19,0,6.22,IR,7/13/2020
474,Bakāni,24.28,76.23,84.83,71,76,7.54,IN,7/13/2020
475,Manutuke,-38.68,177.92,48.0,88,100,1.01,NZ,7/13/2020
476,Fortuna,40.6,-124.16,55.99,100,90,6.93,US,7/13/2020
477,Newport,51.59,-3.0,66.0,92,100,3.0,GB,7/13/2020
478,Biak,-0.91,122.88,76.28,83,69,5.64,ID,7/13/2020
479,Kindu,-2.95,25.95,74.21,84,100,6.22,CD,7/13/2020
480,São João da Barra,-21.64,-41.05,89.6,40,68,11.41,BR,7/13/2020
481,Jardim,-21.48,-56.14,82.92,47,71,4.14,BR,7/13/2020
482,Atambua,-9.11,124.89,69.04,80,2,6.91,ID,7/13/2020
483,Nipawin,53.37,-104.0,60.8,82,75,23.04,CA,7/13/2020
484,Mount Isa,-20.73,139.5,53.6,40,19,6.93,AU,7/13/2020
485,Erzin,36.96,36.2,82.0,85,13,11.01,TR,7/13/2020
486,Hokitika,-42.72,170.97,48.69,77,85,3.53,NZ,7/13/2020
487,Whitehorse,60.72,-135.05,53.6,66,40,5.82,CA,7/13/2020
488,Riyadh,24.69,46.72,107.6,12,83,5.82,SA,7/13/2020
489,Mahon,39.89,4.27,82.4,58,0,11.41,ES,7/13/2020
490,Bilma,18.69,12.92,104.97,16,47,5.59,NE,7/13/2020
491,Maiduguri,11.85,13.16,91.44,43,74,5.48,NG,7/13/2020
492,Naze,28.37,129.48,82.4,88,40,4.7,JP,7/13/2020
493,Dāmghān,36.17,54.35,89.35,19,65,12.82,IR,7/13/2020
494,Saurimo,-9.66,20.39,87.8,25,29,5.95,AO,7/13/2020
495,Comodoro Rivadavia,-45.87,-67.5,39.2,60,40,12.75,AR,7/13/2020
496,Pangnirtung,66.15,-65.71,48.2,81,75,12.75,CA,7/13/2020
497,Lázaro Cárdenas,17.96,-102.2,85.41,66,97,0.98,MX,7/13/2020
498,Itaituba,-4.28,-55.98,89.6,66,20,5.82,BR,7/13/2020
499,Jumla,29.27,82.18,63.75,73,89,1.52,NP,7/13/2020
500,Havøysund,71.0,24.66,55.4,100,90,9.17,NO,7/13/2020
501,Mayskiy,47.69,40.1,77.0,65,20,11.18,RU,7/13/2020
502,Berbera,10.44,45.01,97.39,37,40,12.44,SO,7/13/2020
503,Teknāf,20.86,92.31,80.38,88,100,11.41,BD,7/13/2020
504,Harrisonburg,38.45,-78.87,81.0,54,1,3.4,US,7/13/2020
505,Karligan,14.97,122.05,79.2,79,100,7.96,PH,7/13/2020
506,Yangambi,0.81,24.43,77.05,83,97,1.5,CD,7/13/2020
507,Grand Forks,47.93,-97.03,75.2,69,75,16.11,US,7/13/2020
508,Katav-Ivanovsk,54.75,58.2,70.7,72,0,1.66,RU,7/13/2020
509,Kameshkovo,56.35,41.0,69.98,90,99,1.81,RU,7/13/2020
510,Rayong,12.83,101.43,86.0,80,90,6.78,TH,7/13/2020
511,Gunjur,13.2,-16.73,89.6,66,75,11.41,GM,7/13/2020
512,Padang,-0.95,100.35,79.03,71,100,2.82,ID,7/13/2020
513,Helong,42.54,129.0,55.54,89,95,1.61,CN,7/13/2020
514,Erdenet,49.03,104.08,58.53,79,28,2.82,MN,7/13/2020
515,Castro Daire,40.9,-7.93,96.01,53,0,5.01,PT,7/13/2020
516,Port Augusta,-32.5,137.77,50.0,100,90,5.82,AU,7/13/2020
517,Bathsheba,13.22,-59.52,87.8,66,20,24.16,BB,7/13/2020
518,Evensk,61.95,159.23,51.17,92,94,2.77,RU,7/13/2020
519,Warrenton,-28.11,24.85,54.32,32,0,10.76,ZA,7/13/2020
520,Viedma,-40.81,-63.0,48.22,49,0,20.24,AR,7/13/2020
521,Quang Ngai,15.12,108.8,76.64,88,48,5.7,VN,7/13/2020
522,Calama,-22.47,-68.93,59.0,2,0,16.11,CL,7/13/2020
523,Port Hawkesbury,45.62,-61.35,81.0,69,1,6.93,CA,7/13/2020
524,Lakatoro,-16.1,167.42,73.4,88,20,9.13,VU,7/13/2020
525,Pasvalys,56.06,24.4,62.6,63,75,11.41,LT,7/13/2020
526,Sri Mādhopur,27.47,75.6,92.21,47,41,9.44,IN,7/13/2020
527,Ismailia,30.6,32.27,84.65,52,0,18.03,EG,7/13/2020
528,Minggang,32.46,114.05,71.29,84,100,2.82,CN,7/13/2020
529,Baykit,61.67,96.37,61.9,77,32,3.18,RU,7/13/2020
530,Zaozyornoye,45.16,33.28,73.6,67,11,23.64,UA,7/13/2020
531,Eenhana,-17.47,16.33,76.32,16,0,5.19,NA,7/13/2020
532,Linxia Chengguanzhen,35.6,103.21,65.73,69,100,2.28,CN,7/13/2020
533,Shimoda,34.67,138.95,64.99,93,100,8.77,JP,7/13/2020
534,Tessalit,20.2,1.01,108.72,7,46,6.91,ML,7/13/2020
535,Abu Dhabi,24.47,54.37,104.0,60,5,8.05,AE,7/13/2020
536,Cheney,47.49,-117.58,62.01,44,20,9.17,US,7/13/2020
537,Mareeba,-17.0,145.43,68.0,60,58,8.05,AU,7/13/2020
538,Río Gallegos,-51.62,-69.22,30.2,80,5,14.99,AR,7/13/2020
539,Yakima,46.47,-120.67,63.0,51,1,4.7,US,7/13/2020
540,Nome,64.5,-165.41,46.99,87,1,1.92,US,7/13/2020
541,Garoowe,8.41,48.48,82.83,50,48,18.01,SO,7/13/2020
542,Bowen,-20.02,148.23,59.0,87,0,6.93,AU,7/13/2020
543,Olavarría,-36.89,-60.32,44.01,50,0,8.99,AR,7/13/2020
544,Lambaréné,-0.7,10.24,81.37,67,60,5.88,GA,7/13/2020
545,Megion,61.03,76.11,68.0,60,3,4.47,RU,7/13/2020
546,Clyde River,70.47,-68.59,44.6,81,75,8.05,CA,7/13/2020
547,Vestmanna,62.16,-7.17,57.2,87,99,3.36,FO,7/13/2020
548,Sørland,67.67,12.69,57.2,76,0,13.87,NO,7/13/2020
549,Katiuzhanka,50.81,30.14,64.4,63,75,11.18,UA,7/13/2020
550,Igarka,67.47,86.58,53.96,86,100,4.0,RU,7/13/2020
551,Walvis Bay,-22.96,14.51,69.8,52,5,20.8,NA,7/13/2020
552,Los Llanos de Aridane,28.66,-17.92,77.0,69,20,14.99,ES,7/13/2020
553,Souillac,-20.52,57.52,71.6,88,75,18.34,MU,7/13/2020
554,Balingasay,16.36,119.86,78.4,85,100,5.12,PH,7/13/2020
555,Krasnosel'kup,65.7,82.47,56.28,94,100,8.79,RU,7/13/2020
556,Nishihara,26.18,127.76,84.2,89,40,6.93,JP,7/13/2020
557,Mount Gambier,-37.83,140.77,37.4,100,90,3.36,AU,7/13/2020
558,Redcliffe,-27.23,153.1,53.01,57,0,8.05,AU,7/13/2020
559,La Orilla,17.98,-102.23,85.51,66,98,0.83,MX,7/13/2020
560,Semporna,4.48,118.61,77.0,94,20,1.12,MY,7/13/2020
561,Otane,-39.88,176.63,45.0,94,100,1.5,NZ,7/13/2020
562,Hualmay,-11.1,-77.61,67.1,68,14,9.44,PE,7/13/2020
563,Nador,35.17,-2.93,82.4,69,2,6.93,MA,7/13/2020
564,Gayéri,12.65,0.49,94.75,40,25,12.5,BF,7/13/2020
565,Balsas,-7.53,-46.04,93.65,31,33,6.22,BR,7/13/2020
566,Moramanga,-18.93,48.2,56.86,96,4,1.41,MG,7/13/2020
567,Poya,-21.35,165.15,67.15,84,100,5.3,NC,7/13/2020
568,San Policarpo,12.18,125.51,81.68,79,100,5.1,PH,7/13/2020
569,Kikwit,-5.04,18.82,89.89,38,76,2.17,CD,7/13/2020
570,Camabatela,-8.19,15.38,84.7,24,46,3.49,AO,7/13/2020
571,Nova Olinda do Norte,-3.89,-59.09,84.16,76,64,3.2,BR,7/13/2020
572,Manaure,11.78,-72.44,89.49,55,8,22.24,CO,7/13/2020
573,La Baule-Escoublac,47.29,-2.36,80.6,36,21,6.93,FR,7/13/2020
574,Nuuk,64.18,-51.72,59.0,54,20,5.82,GL,7/13/2020
575,Broome,42.25,-75.83,75.0,73,75,8.05,US,7/13/2020
576,Rawson,-43.3,-65.1,43.92,59,0,23.22,AR,7/13/2020
